Gene.ID	Gene.Name	AD	BD	AUT	SCH	ASD	Epi	ID	HTN	HD	PD	FTD	MS
3956	LGALS1	.	.	.	.	.	.	.	2	.	.	.	.
5595	MAPK3	1	.	.	1	.	.	.	1	1	.	.	.
5213	PFKM	.	.	.	1	.	.	.	.	.	.	.	.
5290	PIK3CA	1	1	.	.	.	.	.	.	.	.	.	.
3337	DNAJB1	.	2	.	1	.	.	2	2	.	.	.	.
1654	DDX3X	.	.	.	.	.	.	2	.	.	.	.	.
6786	STIM1	.	.	.	.	.	2	.	.	.	.	.	.
23321	TRIM2	.	.	.	.	.	.	.	.	.	.	.	2
9456	HOMER1	1	.	1	1	1	.	1	.	.	1	.	.
3778	KCNMA1	.	.	.	.	.	1	.	2	.	.	.	.
57030	SLC17A7	2	2	.	1	.	.	.	.	.	.	.	.
219771	CCNY	.	.	.	.	.	.	.	.	.	2	.	.
55740	ENAH	.	.	.	2	.	.	.	.	.	.	.	.
775	CACNA1C	1	1	1	1	1	.	.	1	.	2	.	.
116986	AGAP2	.	.	.	.	.	.	.	.	.	.	.	2
9826	ARHGEF11	.	.	.	1	.	1	.	.	.	.	.	.
6009	RHEB	.	1	.	.	.	.	.	.	2	.	.	.
7159	TP53BP2	1	.	.	.	.	.	.	.	.	.	.	.
5581	PRKCE	1	.	.	.	.	.	.	.	.	.	.	.
1540	CYLD	.	.	.	.	.	.	.	.	.	1	.	.
6500	SKP1	.	.	.	.	.	.	.	.	.	2	.	.
388	RHOB	.	.	.	.	.	1	.	1	.	.	.	.
26227	PHGDH	.	.	.	1	.	.	.	.	.	.	1	.
1267	CNP	1	1	.	1	.	.	.	.	.	.	.	1
2288	FKBP4	1	.	.	.	.	.	.	1	.	2	.	.
382	ARF6	.	.	.	.	.	1	.	.	.	.	.	.
57502	NLGN4X	.	.	1	1	1	.	1	.	.	.	.	.
57555	NLGN2	.	.	.	1	.	.	.	.	.	.	.	.
3843	IPO5	.	.	.	2	.	.	.	.	.	.	.	.
5901	RAN	1	.	.	.	.	.	.	.	.	.	1	.
8482	SEMA7A	.	.	.	.	.	.	.	.	.	.	.	2
6772	STAT1	1	.	.	.	.	.	.	1	.	.	.	1
4082	MARCKS	.	.	.	1	.	.	.	.	.	.	.	.
10243	GPHN	1	.	1	1	1	1	.	.	.	.	.	.
2870	GRK6	.	.	.	1	.	.	.	.	.	.	.	.
11140	CDC37	.	.	.	.	.	.	.	.	.	.	.	1
54536	EXOC6	.	.	.	.	.	.	.	.	.	.	.	1
5591	PRKDC	.	.	.	.	.	.	.	1	.	.	.	.
310	ANXA7	.	.	.	1	.	1	.	.	.	.	.	.
23345	SYNE1	.	2	1	1	1	.	2	.	.	.	.	.
26058	GIGYF2	.	2	1	1	1	.	.	.	.	1	.	.
11335	CBX3	.	.	.	.	.	.	.	.	.	.	3	.
8924	HERC2	.	.	2	.	2	.	2	.	.	.	.	.
56924	PAK6	.	.	.	1	.	.	.	.	.	.	.	.
9743	ARHGAP32	.	.	.	1	.	.	.	.	.	.	.	.
8976	WASL	.	.	.	.	.	1	.	.	.	.	.	.
25930	PTPN23	.	.	.	.	.	.	.	.	2	.	.	.
136319	MTPN	.	2	2	2	2	.	.	.	.	.	.	.
5602	MAPK10	1	.	.	.	.	.	.	.	1	.	.	.
23236	PLCB1	.	.	.	2	.	2	.	.	.	.	.	.
23229	ARHGEF9	.	.	.	.	.	1	2	.	.	.	.	.
5339	PLEC	.	.	.	1	.	.	.	.	.	.	.	.
57514	ARHGAP31	.	.	.	2	.	.	.	.	.	.	.	.
4627	MYH9	.	.	.	.	.	.	.	1	.	.	.	.
4509	ATP8	.	.	.	.	.	1	.	.	.	.	.	2
4513	COX2	.	.	.	1	.	2	.	.	.	.	.	.
11346	SYNPO	.	.	.	1	.	.	2	2	.	.	.	.
10105	PPIF	.	2	1	1	1	.	.	.	.	.	.	1
773	CACNA1A	.	.	.	.	.	1	1	.	.	.	.	.
23504	RIMBP2	2	.	.	.	.	.	.	.	.	.	.	.
9126	SMC3	.	.	.	.	.	.	1	.	.	.	.	.
10452	TOMM40	1	.	.	.	.	.	.	.	.	1	2	.
27445	PCLO	.	2	.	1	.	.	.	.	.	.	.	.
129807	NEU4	.	.	.	.	.	.	.	.	.	.	.	2
1002	CDH4	.	2	.	.	.	.	.	.	.	.	.	.
1786	DNMT1	1	1	.	1	.	.	.	.	.	.	2	.
23191	CYFIP1	.	.	1	1	1	.	.	.	.	.	.	.
2332	FMR1	.	1	1	1	1	.	1	1	.	1	.	.
26999	CYFIP2	.	1	.	.	.	.	.	.	.	.	.	.
375790	AGRN	2	.	.	.	.	.	.	.	.	.	.	.
3339	HSPG2	2	.	.	.	.	.	.	.	.	.	.	.
347733	TUBB2B	.	.	.	1	.	.	1	.	.	.	.	.
7102	TSPAN7	.	.	.	.	.	.	1	.	.	.	.	.
10728	PTGES3	1	.	.	.	.	.	.	.	.	.	.	.
3417	IDH1	.	.	.	.	.	2	.	.	.	.	.	.
1641	DCX	.	.	.	2	.	2	1	.	.	.	.	.
23208	SYT11	.	.	.	1	.	2	.	.	.	1	.	.
1808	DPYSL2	1	1	.	1	.	1	.	.	1	.	.	.
5354	PLP1	.	.	.	1	.	.	.	.	.	.	.	1
3329	HSPD1	.	.	.	1	.	.	.	.	.	.	.	.
4691	NCL	.	.	.	.	.	.	.	.	.	2	.	2
4000	LMNA	1	.	.	.	.	.	.	.	.	.	.	.
12	SERPINA3	2	.	.	2	.	.	.	.	.	1	.	.
128	ADH5	.	.	2	1	2	.	.	.	.	.	.	.
156	GRK2	1	.	.	1	.	.	.	.	.	.	.	1
162	AP1B1	.	.	.	.	.	.	.	.	.	.	2	.
2730	GCLM	.	.	.	1	.	.	.	.	.	.	.	.
1620	BRINP1	.	2	.	2	.	.	.	.	.	2	.	2
2776	GNAQ	2	.	.	.	.	.	.	.	.	.	.	.
4001	LMNB1	.	.	.	.	.	.	.	.	.	1	.	.
427	ASAH1	.	.	.	2	.	2	.	.	.	.	.	.
5108	PCM1	.	.	.	1	.	1	.	.	.	.	.	.
5562	PRKAA1	.	.	1	.	1	.	.	.	.	1	.	.
5578	PRKCA	.	.	.	1	.	.	.	1	1	.	.	1
5609	MAP2K7	.	.	.	1	.	.	.	.	.	.	.	.
5629	PROX1	2	.	.	.	.	.	.	.	.	.	.	.
7247	TSN	.	.	.	1	.	.	.	.	.	.	.	.
1000	CDH2	2	2	.	.	.	.	.	.	.	.	.	.
10055	SAE1	.	.	.	.	.	.	.	.	.	.	.	1
10383	TUBB4B	.	.	.	.	.	.	.	.	.	.	1	.
10636	RGS14	.	.	.	.	.	.	.	.	.	.	.	2
25932	CLIC4	.	.	.	.	.	.	.	2	.	.	.	.
26575	RGS17	.	.	.	.	.	.	.	1	.	.	.	.
2898	GRIK2	.	2	2	1	2	.	2	.	2	.	.	2
54413	NLGN3	.	2	1	.	1	.	1	.	.	.	.	.
84867	PTPN5	1	.	.	1	.	.	.	.	.	.	.	.
847	CAT	.	.	.	.	.	.	.	1	.	.	.	1
37	ACADVL	.	.	.	.	.	.	.	1	.	.	.	.
2053	EPHX2	2	.	.	2	.	1	.	1	.	.	.	.
2770	GNAI1	.	.	.	.	.	.	.	.	.	.	2	.
2879	GPX4	.	.	.	.	.	.	.	2	.	.	.	.
3313	HSPA9	1	.	.	1	.	.	.	.	.	2	.	.
338	APOB	2	2	.	.	.	.	.	2	.	.	.	.
3939	LDHA	.	.	.	.	.	.	.	.	.	.	2	.
5565	PRKAB2	.	.	.	1	.	.	.	.	.	.	.	.
6648	SOD2	1	.	.	2	.	3	.	2	.	.	.	3
7430	EZR	.	.	.	.	.	.	1	.	.	.	1	.
9961	MVP	.	.	.	.	.	1	.	.	.	.	.	.
10295	BCKDK	.	.	.	.	.	.	.	.	.	2	.	.
11151	CORO1A	.	.	.	.	.	.	.	.	.	.	.	1
2040	STOM	.	1	.	1	.	.	.	.	.	.	.	.
7295	TXN	1	.	.	1	.	.	.	.	.	.	.	.
27347	STK39	.	.	2	.	2	.	.	1	.	2	.	.
5192	PEX10	.	.	.	2	.	2	.	.	.	.	.	.
257194	NEGR1	.	.	.	.	.	.	.	.	.	.	2	.
4045	LSAMP	.	.	.	1	.	.	.	.	.	.	.	.
50863	NTM	.	1	.	1	.	.	.	.	.	.	.	.
6844	VAMP2	.	.	.	1	.	1	.	.	.	.	.	.
1778	DYNC1H1	1	.	1	.	1	.	1	.	.	.	.	.
1465	CSRP1	.	.	.	.	.	.	.	.	.	.	2	.
3014	H2AX	.	.	.	.	.	.	.	.	2	.	.	.
9647	PPM1F	.	.	.	.	.	.	.	.	.	.	.	2
5532	PPP3CB	.	.	.	1	.	.	.	.	.	.	.	.
5534	PPP3R1	1	.	.	1	.	.	.	.	.	.	.	.
301	ANXA1	.	1	.	1	.	.	.	.	.	.	.	1
221184	CPNE2	.	2	.	1	.	.	.	.	.	.	.	.
2244	FGB	1	.	.	.	.	.	.	2	.	1	.	.
23646	PLD3	2	.	.	.	.	.	.	.	.	.	.	.
10381	TUBB3	.	.	.	1	.	.	.	.	.	1	.	.
1455	CSNK1G2	.	.	.	.	.	.	2	.	.	.	.	.
118	ADD1	.	.	.	.	.	.	.	1	.	.	.	.
23317	DNAJC13	.	.	.	.	.	.	.	.	.	1	.	.
11253	MAN1B1	.	.	.	.	.	.	2	.	.	.	.	.
2745	GLRX	2	.	.	.	.	.	.	.	.	.	.	.
11033	ADAP1	1	.	.	.	.	.	.	.	.	.	.	.
2823	GPM6A	.	3	.	2	.	3	.	.	.	.	.	.
5297	PI4KA	.	.	.	2	.	.	.	.	.	.	.	.
3925	STMN1	1	.	.	.	.	2	.	.	.	.	.	2
129285	PPP1R21	.	2	2	1	2	.	.	.	.	.	.	.
1501	CTNND2	1	1	.	1	.	.	2	.	.	.	.	.
5630	PRPH	.	.	.	.	.	.	.	.	.	.	2	.
2768	GNA12	.	.	.	.	.	.	.	1	.	.	.	.
814	CAMK4	1	.	2	.	2	.	2	.	.	.	.	.
989	SEPTIN7	.	.	.	1	.	.	.	.	.	.	.	.
1977	EIF4E	.	.	2	.	2	.	.	.	.	.	.	.
2556	GABRA3	.	.	1	1	1	.	.	.	.	.	.	.
8301	PICALM	1	.	.	.	.	.	.	.	.	2	.	.
178	AGL	.	.	.	.	.	2	2	.	.	.	.	.
23111	SPART	.	.	.	.	.	.	2	.	.	.	.	.
23348	DOCK9	.	1	.	.	.	2	.	.	.	.	.	.
5962	RDX	.	.	.	.	.	1	.	.	.	.	.	.
5837	PYGM	.	.	.	.	.	.	.	2	.	.	.	.
23122	CLASP2	.	.	.	.	.	.	2	.	.	.	.	.
57689	LRRC4C	.	2	.	1	.	.	.	.	.	.	.	.
51735	RAPGEF6	.	.	.	1	.	.	.	.	.	.	.	.
10979	FERMT2	1	.	.	.	.	.	.	.	.	.	.	.
1181	CLCN2	.	.	.	.	.	2	.	.	.	.	.	.
1152	CKB	2	.	.	2	.	.	.	.	2	.	.	2
6733	SRPK2	.	.	.	1	.	.	.	.	.	.	.	.
6428	SRSF3	2	.	.	.	.	.	.	.	.	.	.	.
9532	BAG2	.	.	.	.	.	.	.	.	.	1	.	.
9444	QKI	.	.	.	1	.	.	.	.	.	.	.	.
2744	GLS	.	.	.	.	.	.	.	.	.	.	2	.
816	CAMK2B	.	.	.	1	.	.	.	.	.	.	.	.
10564	ARFGEF2	.	.	.	.	.	1	.	.	2	.	.	.
2560	GABRB1	.	1	1	1	1	.	.	.	.	.	.	.
2562	GABRB3	.	.	2	2	2	1	.	.	.	.	.	.
9229	DLGAP1	1	.	.	1	.	.	.	.	.	.	.	.
120892	LRRK2	1	1	.	1	.	.	.	.	.	1	1	.
1656	DDX6	1	.	.	.	.	.	.	.	.	.	.	1
55832	CAND1	.	.	.	.	.	.	.	.	.	.	1	.
2036	EPB41L1	.	.	.	1	.	.	1	.	.	.	.	.
10767	HBS1L	.	.	.	.	.	.	.	.	.	.	.	2
10369	CACNG2	.	.	.	.	.	.	2	.	.	.	.	.
10645	CAMKK2	.	.	.	1	.	.	.	.	.	.	.	.
2185	PTK2B	1	.	.	.	.	1	.	1	.	.	.	.
166614	DCLK2	.	.	.	.	.	2	.	.	.	.	.	.
29110	TBK1	.	.	.	.	.	.	.	.	.	.	1	.
27072	VPS41	.	.	.	.	.	.	.	.	.	2	.	.
4069	LYZ	.	.	.	.	.	.	.	2	.	.	.	.
6642	SNX1	1	.	.	.	.	.	.	2	.	.	.	.
2778	GNAS	1	.	.	1	.	.	.	1	.	.	.	.
3094	HINT1	.	1	1	1	1	.	.	.	.	.	.	.
23019	CNOT1	.	.	.	2	.	.	.	.	.	.	.	.
108	ADCY2	.	2	.	.	.	.	.	.	.	.	.	.
9459	ARHGEF6	.	.	.	.	.	1	2	2	.	.	.	.
1453	CSNK1D	1	.	.	.	.	.	.	.	.	.	.	.
3927	LASP1	.	1	.	1	.	.	.	.	.	.	.	.
3685	ITGAV	1	.	.	.	.	.	.	1	.	.	.	.
55054	ATG16L1	1	.	.	.	.	.	.	.	.	.	.	.
25830	SULT4A1	.	.	.	1	.	.	.	.	.	.	.	.
10075	HUWE1	.	1	.	1	.	.	1	.	.	.	.	.
25814	ATXN10	.	.	.	.	.	1	.	.	.	.	.	.
120	ADD3	.	.	.	.	.	.	1	.	.	.	.	.
103910	MYL12B	.	.	.	1	.	.	.	.	.	.	.	.
115	ADCY9	.	2	.	.	.	1	.	.	.	.	.	.
1974	EIF4A2	.	.	.	2	.	.	.	.	.	.	1	.
286	ANK1	2	.	.	.	.	.	.	.	.	.	.	.
27247	NFU1	.	.	.	.	.	.	.	.	.	2	.	.
3192	HNRNPU	.	.	.	1	.	.	1	.	.	.	.	.
3308	HSPA4	1	.	.	.	.	.	.	1	1	1	.	1
5906	RAP1A	.	.	.	.	.	1	.	.	.	.	.	.
10376	TUBA1B	.	.	.	1	.	.	.	.	.	.	.	.
348980	HCN1	.	.	.	2	.	1	.	.	.	.	.	.
157922	CAMSAP1	.	.	.	.	.	1	.	.	.	.	.	.
11188	NISCH	.	.	.	.	.	.	.	2	.	.	.	.
23328	SASH1	1	.	.	.	.	.	.	.	.	.	.	.
27068	PPA2	.	.	.	1	.	.	.	.	.	.	.	.
10395	DLC1	.	2	.	.	.	.	.	.	.	.	.	.
5604	MAP2K1	1	.	.	.	.	.	.	.	.	.	.	.
8567	MADD	1	.	.	.	.	.	.	.	.	.	.	.
5245	PHB	.	.	.	1	.	.	.	.	.	.	.	.
54828	BCAS3	2	.	.	.	.	.	.	.	.	.	.	.
1428	CRYM	.	.	.	2	.	.	.	.	.	.	.	.
488	ATP2A2	.	.	.	1	.	.	.	1	.	.	.	.
3300	DNAJB2	.	.	.	.	.	.	.	.	2	.	2	.
2774	GNAL	.	2	.	2	.	.	.	.	.	.	.	.
2782	GNB1	.	.	.	1	.	.	.	.	.	.	.	.
7280	TUBB2A	.	.	.	1	.	.	.	.	.	.	1	.
2021	ENDOG	.	.	.	.	.	.	.	.	.	2	.	.
4128	MAOA	1	2	2	1	1	.	2	2	1	.	2	.
4129	MAOB	1	.	.	1	1	.	.	.	1	1	.	.
2107	ETF1	.	.	.	2	.	.	.	.	.	.	.	.
26958	COPG2	.	.	2	.	2	.	.	.	.	.	.	.
2193	FARSA	.	.	.	1	.	.	.	.	.	.	.	.
112755	STX1B	.	.	.	.	.	1	.	.	.	1	1	.
10565	ARFGEF1	.	.	.	.	.	2	.	.	.	.	.	.
3737	KCNA2	.	.	.	.	.	1	.	.	.	.	.	.
4204	MECP2	.	.	1	2	1	2	1	.	.	.	.	.
288	ANK3	1	2	2	1	2	.	1	.	.	.	.	.
214	ALCAM	.	.	.	.	.	.	.	.	.	.	.	2
6710	SPTB	.	.	.	.	.	.	.	.	.	.	2	.
54014	BRWD1	.	1	.	.	.	.	.	.	.	.	.	.
10507	SEMA4D	2	.	.	.	.	.	.	.	.	.	.	.
10100	TSPAN2	.	2	.	1	.	.	.	.	.	.	.	.
56899	ANKS1B	.	1	1	1	1	.	.	.	.	.	.	.
8650	NUMB	1	1	.	.	.	.	.	.	.	.	.	.
2983	GUCY1B1	.	.	.	.	.	.	.	2	.	.	.	.
54806	AHI1	.	.	2	1	2	.	.	.	.	.	.	2
3708	ITPR1	1	.	.	.	.	.	.	.	.	.	.	1
1500	CTNND1	.	.	1	.	1	.	.	.	.	.	.	.
55737	VPS35	.	.	.	.	.	.	.	.	.	2	.	.
3482	IGF2R	1	.	.	.	.	.	.	.	.	.	.	.
11332	ACOT7	.	.	.	.	.	2	.	.	.	.	.	.
8573	CASK	.	.	.	.	.	1	1	.	.	.	.	.
5563	PRKAA2	.	.	.	1	.	.	.	.	.	.	.	.
10529	NEBL	.	.	.	1	.	.	.	.	.	.	.	.
3954	LETM1	.	.	.	.	.	2	.	.	.	.	.	.
5834	PYGB	.	.	.	2	.	.	.	.	.	.	.	.
1327	COX4I1	1	.	.	.	.	.	.	.	.	.	.	.
6050	RNH1	.	.	.	2	.	.	.	.	.	.	.	.
6843	VAMP1	1	.	.	.	.	.	.	.	.	.	.	.
358	AQP1	1	.	.	.	.	1	.	1	.	.	.	.
1013	CDH15	.	.	.	.	.	.	2	.	.	.	.	.
5912	RAP2B	.	.	.	1	.	.	.	.	.	.	.	.
54726	OTUD4	.	.	.	.	.	1	.	.	.	.	.	.
10290	SPEG	.	.	.	.	.	.	2	.	.	.	.	.
148281	SYT6	.	1	1	1	1	.	.	.	.	.	.	.
284069	FAM171A2	.	.	.	.	.	.	.	.	.	.	2	.
1794	DOCK2	1	.	.	.	.	2	.	.	.	.	.	.
116442	RAB39B	.	.	.	.	.	.	2	.	.	2	.	.
26051	PPP1R16B	.	.	.	1	.	.	.	.	.	.	.	.
4735	SEPTIN2	.	.	.	1	.	.	.	.	.	.	2	.
51571	FAM49B	.	.	.	.	.	.	.	.	.	.	.	2
25813	SAMM50	1	.	.	.	.	.	.	2	.	.	.	.
498	ATP5F1A	1	.	.	1	.	.	.	.	.	.	.	.
7168	TPM1	.	.	.	1	.	.	.	1	.	.	.	.
4282	MIF	1	.	2	.	2	.	.	1	.	.	.	2
3796	KIF2A	.	.	.	2	.	.	.	.	.	.	.	.
8522	GAS7	2	.	.	.	.	.	.	.	.	.	.	.
5860	QDPR	.	.	.	2	.	.	.	.	.	.	.	.
7414	VCL	1	.	.	.	.	.	.	.	.	.	.	.
528	ATP6V1C1	2	.	.	.	.	.	.	.	.	.	.	.
7170	TPM3	.	.	.	1	.	.	.	.	.	.	.	.
55521	TRIM36	.	.	.	.	.	1	.	.	.	.	.	.
4815	NINJ2	1	.	.	.	.	.	.	.	.	.	.	.
7082	TJP1	.	.	.	1	.	.	.	.	.	.	.	.
2944	GSTM1	1	2	2	2	2	2	.	1	.	1	.	2
547	KIF1A	.	.	.	.	.	.	2	.	.	.	.	.
3839	KPNA3	.	.	.	1	.	.	.	.	.	.	.	.
481	ATP1B1	.	.	.	.	.	.	.	1	.	.	.	.
29978	UBQLN2	.	.	.	.	.	.	.	.	.	.	1	.
57795	BRINP2	.	.	.	2	.	.	.	.	.	.	.	.
421	ARVCF	.	.	.	2	.	.	.	.	.	.	.	.
4133	MAP2	1	.	.	1	.	2	.	.	2	.	.	.
10612	TRIM3	.	.	.	1	.	.	.	.	.	.	.	.
8030	CCDC6	1	.	.	.	.	.	.	.	.	.	.	.
89	ACTN3	.	1	.	.	.	.	.	.	.	.	.	.
11178	LZTS1	.	1	.	1	.	.	.	1	.	.	.	.
7187	TRAF3	.	.	.	1	.	.	.	.	.	.	.	.
23233	EXOC6B	.	.	.	2	.	.	2	.	.	.	.	.
23780	APOL2	.	.	.	1	.	.	.	.	.	.	.	.
143098	MPP7	2	.	.	.	.	.	.	.	.	.	.	.
5414	SEPTIN4	.	.	.	1	.	.	.	.	.	.	.	.
4741	NEFM	1	.	.	1	.	.	.	.	.	.	.	.
56895	AGPAT4	.	.	.	.	.	.	.	.	.	2	.	.
84823	LMNB2	.	.	.	1	.	2	.	.	.	.	.	.
767	CA8	.	.	.	1	.	.	2	.	.	.	.	.
4706	NDUFAB1	.	1	2	1	2	.	.	.	.	.	.	.
145773	FAM81A	.	2	.	1	.	.	.	.	.	.	.	.
25824	PRDX5	.	.	.	.	.	.	.	.	.	1	.	.
784	CACNB3	.	1	.	.	.	.	.	.	.	.	.	.
5610	EIF2AK2	1	.	.	.	.	.	.	.	.	.	.	.
51678	MPP6	.	2	1	2	1	.	.	.	.	.	.	.
347	APOD	1	.	.	2	.	.	.	.	.	.	.	.
8087	FXR1	.	.	.	1	.	.	.	.	.	.	.	.
84516	DCTN5	.	2	2	2	2	.	.	.	.	.	.	.
56997	COQ8A	2	.	.	.	.	.	.	.	.	.	.	.
3241	HPCAL1	2	.	.	.	.	.	.	.	.	.	.	.
23657	SLC7A11	.	.	.	.	.	.	.	.	.	.	.	2
149111	CNIH3	.	.	.	1	.	.	.	.	.	.	.	.
93974	ATP5IF1	.	.	.	.	.	.	.	.	.	1	.	.
6726	SRP9	.	.	.	.	.	.	.	1	.	.	.	.
2572	GAD2	1	.	.	2	.	2	.	.	1	2	.	.
54769	DIRAS2	.	.	.	.	.	.	.	.	.	.	.	3
60484	HAPLN2	.	.	.	1	.	.	.	.	.	.	.	.
64854	USP46	.	1	.	1	.	.	.	.	.	.	.	.
93380	MMGT1	.	.	.	.	.	.	1	.	.	.	.	.
522	ATP5PF	.	.	.	.	.	.	.	2	.	.	.	.
219738	FAM241B	1	.	.	.	.	.	.	.	.	1	.	.
57709	SLC7A14	.	2	.	1	.	.	.	.	.	.	.	.
53826	FXYD6	.	.	.	2	.	.	.	.	.	.	.	.
4012	LNPEP	1	.	.	.	.	.	.	1	.	.	.	.
3208	HPCA	.	.	.	.	.	.	.	.	.	2	.	.
501	ALDH7A1	.	.	.	.	.	2	.	.	2	.	.	.
51075	TMX2	.	.	.	1	.	.	.	.	.	.	.	.
54472	TOLLIP	1	.	.	.	.	.	.	.	2	.	.	.
1727	CYB5R3	.	.	.	.	.	.	2	.	.	.	.	.
255057	CBARP	1	.	.	.	.	.	.	.	.	.	.	.
192683	SCAMP5	.	.	2	.	2	.	.	.	.	.	.	.
1819	DRG2	.	.	.	2	.	.	.	.	.	.	.	.
1312	COMT	2	2	2	2	2	.	.	2	.	2	.	.
55506	MACROH2A2	.	.	.	.	.	.	.	.	.	1	.	.
2912	GRM2	1	1	.	1	.	.	.	.	.	.	.	.
51286	CEND1	.	.	.	.	.	1	.	.	.	.	.	.
4722	NDUFS3	1	.	.	1	.	.	.	.	.	.	.	.
84557	MAP1LC3A	.	.	.	.	.	.	.	.	.	1	.	.
154043	CNKSR3	.	.	.	.	.	.	.	.	.	2	.	.
5533	PPP3CC	.	.	.	1	.	.	.	.	.	.	1	.
114134	SLC2A13	.	.	.	.	.	.	.	.	.	3	.	.
51024	FIS1	1	.	.	.	.	.	.	.	.	.	.	.
7171	TPM4	.	.	.	1	.	.	.	.	.	.	.	.
144100	PLEKHA7	.	.	.	.	.	.	.	1	.	.	.	.
23426	GRIP1	.	1	1	1	1	.	.	.	.	.	.	.
64130	LIN7B	.	.	1	.	1	.	.	.	2	.	.	.
5524	PTPA	1	.	.	.	.	1	.	.	.	.	.	.
5096	PCCB	.	.	.	2	.	.	.	.	.	.	.	.
63826	SRR	.	.	.	3	.	.	.	.	.	.	.	.
230	ALDOC	2	.	.	1	.	.	.	.	.	.	.	.
57019	CIAPIN1	2	.	.	.	.	.	.	.	.	2	.	.
116835	HSPA12B	.	.	.	.	.	.	.	.	.	.	4	.
51606	ATP6V1H	.	2	.	.	.	.	.	.	.	.	3	.
4336	MOBP	1	.	.	.	.	.	.	.	.	.	2	.
361	AQP4	.	.	2	.	2	2	.	2	.	.	2	3
6855	SYP	1	.	.	.	.	.	2	.	.	.	2	.
1738	DLD	.	.	.	2	.	.	.	.	.	.	.	.
7019	TFAM	2	.	.	.	.	.	.	.	.	.	.	.
7781	SLC30A3	1	.	.	2	.	.	.	.	.	1	.	.
7184	HSP90B1	.	1	.	.	.	.	.	.	.	.	.	.
114876	OSBPL1A	1	.	.	.	.	.	.	.	.	.	.	.
2817	GPC1	3	.	.	2	.	.	.	.	.	.	.	.
83473	KATNAL2	.	.	2	.	2	.	.	.	.	.	.	.
57553	MICAL3	.	.	.	.	.	.	.	2	.	.	.	.
3098	HK1	1	.	.	1	.	.	.	.	.	.	.	.
9218	VAPA	.	1	.	.	.	.	.	.	.	.	.	.
9026	HIP1R	.	.	.	.	.	.	.	.	.	3	.	.
22891	ZNF365	.	1	1	1	1	.	.	.	.	.	.	.
6418	SET	1	.	.	.	.	.	.	.	.	.	.	.
103	ADAR	.	.	.	.	.	1	.	.	.	.	.	.
203068	TUBB	.	.	.	1	.	.	.	.	.	.	1	.
6647	SOD1	1	.	.	2	.	2	.	1	1	1	.	1
5163	PDK1	1	.	.	.	.	.	.	.	.	.	.	.
54205	CYCS	1	.	.	.	.	.	.	.	.	.	.	.
783	CACNB2	1	1	1	1	1	.	.	1	.	.	.	.
10487	CAP1	.	.	.	1	.	.	.	.	.	.	.	.
5923	RASGRF1	.	2	.	.	.	2	.	.	.	.	.	.
777	CACNA1E	.	.	.	.	.	2	.	.	.	.	.	.
81832	NETO1	.	.	.	1	.	.	.	.	.	.	.	.
9368	SLC9A3R1	.	.	.	1	.	.	.	.	.	.	.	.
2890	GRIA1	1	1	.	1	.	1	.	.	.	.	.	.
818	CAMK2G	1	.	.	.	.	.	.	.	.	.	.	.
5654	HTRA1	1	.	.	.	.	.	.	1	.	.	.	.
2775	GNAO1	.	.	.	.	.	1	.	.	.	.	.	.
10815	CPLX1	.	.	.	.	.	.	.	.	.	2	.	.
5338	PLD2	1	.	.	.	.	.	.	2	.	.	.	.
23451	SF3B1	.	.	.	1	.	.	.	.	.	.	.	.
4907	NT5E	.	.	.	.	.	2	.	1	.	.	.	1
64837	KLC2	.	.	.	.	.	.	2	.	.	.	.	.
56288	PARD3	.	.	.	1	.	.	.	.	.	.	.	.
23417	MLYCD	.	.	.	.	.	.	.	3	.	.	.	.
6301	SARS1	.	.	.	.	.	.	.	2	.	.	.	.
2913	GRM3	.	1	.	1	.	.	.	.	.	.	.	2
6521	SLC4A1	1	.	.	.	.	.	.	1	.	.	.	.
5332	PLCB4	.	.	.	.	.	.	.	.	3	.	.	.
3269	HRH1	2	.	2	2	2	2	.	.	.	.	.	.
2977	GUCY1A2	.	.	.	1	.	.	.	.	.	.	.	.
6641	SNTB1	.	2	.	1	.	.	.	.	.	.	.	.
6507	SLC1A3	2	.	.	2	.	2	.	2	.	.	.	2
23197	FAF2	1	.	.	.	.	.	.	.	.	.	.	.
25977	NECAP1	.	.	.	.	.	1	.	.	.	.	.	.
2918	GRM8	.	2	2	1	2	.	.	.	.	.	.	.
6861	SYT5	.	.	.	2	.	.	.	.	.	.	.	.
6529	SLC6A1	.	.	.	.	.	2	2	.	.	.	.	.
160	AP2A1	.	.	.	.	.	.	.	.	.	.	1	.
140679	SLC32A1	.	.	.	2	.	.	.	.	.	.	.	.
3304	HSPA1B	.	.	.	1	.	.	.	1	.	.	.	1
30968	STOML2	.	.	.	.	.	.	2	.	.	.	.	.
321	APBA2	1	.	.	1	.	.	.	.	.	.	.	.
6324	SCN1B	.	.	.	.	.	1	.	.	.	.	.	.
3030	HADHA	.	.	.	.	.	.	.	2	.	.	.	.
3710	ITPR3	.	.	.	.	.	.	.	.	2	.	.	.
10476	ATP5PD	1	.	.	1	.	.	.	.	.	.	.	.
11160	ERLIN2	.	.	.	.	.	.	.	.	.	.	2	.
203	AK1	.	.	.	1	.	.	.	.	.	.	.	.
811	CALR	1	.	.	.	.	.	.	1	.	.	.	.
10613	ERLIN1	.	.	.	2	.	.	.	.	.	.	.	.
